Property_Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2
732,SC60,RL,75,11404,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
733,SC20,RL,80,10000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
734,SC20,RL,0,8978,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
735,SC75,RM,60,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
736,SC90,RL,60,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
737,SC60,RL,72,10463,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm
738,SC90,RL,60,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
739,SC60,RL,65,9313,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
740,SC70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
741,SC20,RL,65,6768,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm
742,SC20,RL,65,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
743,SC80,RL,70,12886,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
744,SC120,RL,41,5395,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm
745,SC60,RL,0,8963,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
746,SC60,RL,0,8795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
747,SC70,RM,65,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
748,SC20,RL,59,10593,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
749,SC50,RL,50,8405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
750,SC50,RM,55,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
751,SC60,RL,0,7750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
752,SC20,RL,79,9236,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
753,SC60,RL,80,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
754,SC20,RL,61,7930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
755,SC160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
756,SC60,RL,68,10769,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
757,SC60,RL,0,11616,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm
758,SC160,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
759,SC60,RL,65,12257,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
760,SC20,RL,70,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
761,SC30,RM,60,6911,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm
762,SC60,FV,72,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
763,SC60,RL,82,9430,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
764,SC120,RL,30,9549,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm
765,SC20,RL,75,14587,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
766,SC60,RL,80,10421,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
767,SC50,RL,75,12508,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
768,SC20,RL,70,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
769,SC60,RL,47,53504,Pave,None,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm
770,SC85,RL,0,7252,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm
771,SC20,RL,67,8877,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
772,SC80,RL,94,7819,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
773,SC20,RL,70,10150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
774,SC20,RL,110,14226,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
775,SC120,RM,32,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm
776,SC20,RL,86,11210,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
777,SC20,RL,100,13350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
778,SC90,RH,60,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm
779,SC90,RL,78,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
780,SC20,RL,63,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
781,SC60,RL,65,7153,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
782,SC20,RL,67,16285,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
783,SC85,RL,0,9101,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm
784,SC75,RM,35,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
785,SC20,RL,0,9790,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm
786,SC50,RM,60,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
787,SC60,RL,76,10142,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
788,SC20,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
789,SC60,RL,0,12205,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm
790,SC120,RL,43,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
791,SC80,RL,0,11333,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm
792,SC60,RL,92,9920,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
793,SC20,RL,76,9158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
794,SC60,RL,0,10832,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
795,SC60,RL,70,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
796,SC20,RL,71,8197,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
797,SC20,RL,57,7677,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
798,SC60,RL,104,13518,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
799,SC50,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm
800,SC60,RL,79,12798,Pave,None,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm
801,SC30,RM,40,4800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
802,SC60,RL,63,8199,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
803,SC60,RL,107,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
804,SC20,RL,75,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
805,SC20,RL,91,12274,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm
806,SC80,RL,75,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
807,SC70,RL,144,21384,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
808,SC80,RL,85,13400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
809,SC75,RM,90,8100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
810,SC20,RL,78,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
811,SC120,RM,0,4438,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
812,SC20,C (all),66,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm
813,SC20,RL,75,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
814,SC50,RL,45,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
815,SC20,RL,48,12137,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
816,SC20,RL,0,11425,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
817,SC20,RL,0,13265,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
818,SC80,RL,80,8816,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm
819,SC120,RL,44,6371,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
820,SC60,RL,72,7226,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
821,SC20,RM,60,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm
822,SC60,RL,0,12394,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
823,SC50,RL,60,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
824,SC20,FV,81,11216,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
825,SC20,RL,114,14803,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN
826,SC45,RM,50,6130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
827,SC20,RL,65,8529,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
828,SC60,RL,0,28698,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm
829,SC160,FV,24,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
830,SC20,RL,80,11900,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
831,SC160,FV,30,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
832,SC60,RL,44,9548,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
833,SC20,RL,100,10004,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
834,SC20,RL,75,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
835,SC20,RL,60,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
836,SC30,RM,90,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
837,SC160,RM,21,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
838,SC20,RL,75,9525,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
839,SC50,RL,70,11767,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
840,SC70,RH,0,12155,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
841,SC70,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
842,SC80,RL,82,9020,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
843,SC90,RL,80,8000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm
844,SC50,RM,100,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
845,SC85,RL,0,16647,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm
846,SC60,RL,75,9317,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
847,SC20,RL,36,15523,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
848,SC50,RL,75,45600,Pave,None,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm
849,SC80,RL,80,9600,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm
850,SC120,RM,36,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
851,SC120,RL,0,3196,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
852,SC75,RL,53,7128,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
853,SC80,RL,0,12095,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
854,SC20,RL,102,17920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
855,SC20,RL,0,6897,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
856,SC80,RL,0,10970,Pave,None,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm
857,SC60,RL,65,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
858,SC20,RL,80,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
859,SC60,RL,0,11029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm
860,SC50,RL,55,7642,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm
861,SC190,RL,75,11625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
862,SC20,RL,81,9672,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
863,SC20,RL,70,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
864,SC20,FV,72,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
865,SC20,RL,0,8750,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
866,SC20,RL,67,10656,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm
867,SC20,RL,85,6970,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
868,SC60,RL,0,14762,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm
869,SC60,RL,80,9938,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
870,SC20,RL,60,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm
871,SC60,RL,70,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
872,SC20,RL,74,8892,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
873,SC40,RL,60,12144,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
874,SC50,RM,52,5720,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
875,SC60,FV,75,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
876,SC20,RL,94,25286,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm
877,SC60,RL,74,8834,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
878,SC85,RL,88,11782,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
879,SC20,RL,0,7000,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
880,SC20,RL,60,7024,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
881,SC50,RL,44,13758,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm
882,SC60,RL,0,9636,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
883,SC75,RL,60,6204,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
884,SC20,RL,65,7150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
885,SC120,FV,50,5119,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm
886,SC90,RL,70,8393,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
887,SC50,RL,59,16466,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
888,SC20,RL,95,15865,Pave,None,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm
889,SC20,RL,128,12160,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
890,SC50,RL,60,8064,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm
891,SC60,RL,70,11184,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
892,SC20,RL,70,8414,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
893,SC20,RL,0,13284,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm
894,SC90,RL,64,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm
895,SC60,RL,71,7056,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
896,SC30,RM,50,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
897,SC90,RL,64,7018,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm
898,SC20,RL,100,12919,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
899,SC20,RL,65,6993,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm
900,SC20,RL,0,7340,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
901,SC20,RL,64,8712,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
902,SC60,RL,63,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
903,SC20,RL,50,14859,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm
904,SC20,RL,0,6173,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
905,SC20,RL,80,9920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
906,SC20,RL,116,13501,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm
907,SC50,RL,86,11500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
908,SC20,RL,0,8885,Pave,None,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm
909,SC60,RL,149,12589,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
910,SC90,RL,80,11600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
911,SC20,RL,0,9286,Pave,None,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm
912,SC30,RM,51,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
913,SC90,RH,82,6270,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm
914,SC160,FV,30,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
915,SC160,RM,21,2001,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
916,SC20,C (all),50,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
917,SC20,RL,0,17140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
918,SC60,RL,103,13125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
919,SC20,RL,87,11029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
920,SC60,RL,70,8462,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
921,SC90,RL,67,8777,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm
922,SC20,RL,65,10237,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
923,SC120,RL,50,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
924,SC20,RL,79,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
925,SC20,RL,0,15611,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
926,SC60,RL,93,11999,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
927,SC60,RL,0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm
928,SC20,RL,0,11838,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
929,SC60,RL,0,13006,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
930,SC20,RL,73,8925,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm
931,SC20,RL,70,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
932,SC20,RL,84,11670,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm
933,SC20,RL,63,8487,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm
934,SC20,RL,313,27650,Pave,None,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm
935,SC30,RL,52,5825,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
936,SC20,RL,67,10083,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
937,SC60,RL,75,9675,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
938,SC60,RL,73,8760,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
939,SC70,RL,0,24090,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm
940,SC90,RL,55,12640,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
941,SC60,RL,0,8755,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm
942,SC90,RL,42,7711,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
943,SC90,RL,100,25000,Pave,None,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm
944,SC20,RL,0,14375,Pave,None,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm
945,SC50,RM,98,8820,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
946,SC80,RL,70,8163,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
947,SC20,RL,85,14536,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
948,SC60,RL,65,14006,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
949,SC20,RL,78,9360,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
950,SC20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
951,SC20,RH,60,7800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm
952,SC85,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
953,SC60,RL,0,11075,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm
954,SC90,RL,35,9400,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm
955,SC90,RH,82,7136,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm
956,SC160,RM,24,1300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm
957,SC20,RL,70,7420,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
958,SC20,RL,65,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
959,SC160,FV,24,2572,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm
960,SC20,RL,50,7207,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
961,SC60,RL,0,12227,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm
962,SC160,RL,24,2308,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm
963,SC20,RL,122,11923,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
964,SC60,RL,80,11316,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
965,SC60,RL,65,10237,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
966,SC50,RL,130,9600,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm
967,SC20,RL,0,7390,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
968,SC50,RM,50,5925,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
969,SC190,RL,75,10382,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
970,SC50,RL,60,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
971,SC160,RL,36,2268,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
972,SC120,RL,55,7892,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
973,SC20,FV,95,11639,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm
974,SC70,RL,60,11414,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr
975,SC160,FV,0,2651,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm
